song_title,artist,confidence,source_bvid,source_video_title,source_video_url,uploader
万分之一的光,ChiliChill 调校：动点P 原视频：BV1Tp4y1S7cu,0.96,BV1j14y197ZR,而我也曾是你《万分之一的光》【洛天依11周年生日会】,https://www.bilibili.com/video/BV1j14y197ZR,洛天依
万分之一的光,,0.96,BV1xo4y1X7TA,天依开场，《万分之一的光》《香草茶与黑咖啡》《安娜的橱窗》三首联唱,https://www.bilibili.com/video/BV1xo4y1X7TA,BML制作指挥部
上山岗,,0.96,BV1zJ411479H,洛天依 原创《上山岗》,https://www.bilibili.com/video/BV1zJ411479H,ilem
不要小看我们之间的羁绊,,0.96,BV1PW6GY7EYZ,【4K 60帧】木叶飞舞之处，火亦生生不息！火影OP FLOW乐队《不要小看我们之间的羁绊》【2024B站跨年晚会单品】,https://www.bilibili.com/video/BV1PW6GY7EYZ,哔哩哔哩晚会
与君共,,0.96,BV1wC4y137uv,「与君共」Here With You - Asher Monroe 百万级装备试听【Hi-Res】,https://www.bilibili.com/video/BV1wC4y137uv,JLRS日落fm
丹歌惊鸿,坡上村孙骁 作词：浓缩排骨 作曲,0.96,BV1FW411x7vd,【一人之下】王也角色歌《丹歌惊鸿》,https://www.bilibili.com/video/BV1FW411x7vd,腾讯动漫
丹歌惊鸿,桂子油,0.96,BV15p411R7Sv,【一人之下】王也角色歌《丹歌惊鸿》完整版,https://www.bilibili.com/video/BV15p411R7Sv,腾讯动漫
买买买,,0.96,BV1KJ411C7Un,【Mitchie M】初音未来《买买买》【2020拜年祭单品】,https://www.bilibili.com/video/BV1KJ411C7Un,MitchieM
人型,,0.96,BV13y4y1D7mJ,HIMEHINA《人型》&《Mr.VIRTUALIZER》两首连唱，超燃现场快来打call！【BML-VR2020】,https://www.bilibili.com/video/BV13y4y1D7mJ,BML制作指挥部
人生進行形,MIMI 作词：MIMI 编曲：MIMI illustrated：さけハラス typography : 久保 裕美 ===============,0.96,BV1Yy4y1S72H,【May'n】什么都不知道就好 《人生進行形》,https://www.bilibili.com/video/BV1Yy4y1S72H,Mayn_官方
仙剑奇侠传3,一开口,0.96,BV11s411A7aN,2009年《仙剑奇侠传3》最火的插曲，原唱一开口，勾起太多回忆！,https://www.bilibili.com/video/BV11s411A7aN,爱豆娱乐
你从未离去,,0.96,BV127411A7ne,《你从未离去》白挺叔叔在熊出没的最后一首歌曲,https://www.bilibili.com/video/BV127411A7ne,赌上名侦探爷爷的名义
你好，小蜘蛛侠,,0.96,BV1Vt411a7Kr,【Something Just Like This/催泪向】“你好，小蜘蛛侠”,https://www.bilibili.com/video/BV1Vt411a7Kr,许疯子V
倒转四十六亿年,,0.96,BV16g411i7Ry,为你变回草履虫！⚡洛天依原创曲《倒转四十六亿年》⚡,https://www.bilibili.com/video/BV16g411i7Ry,邪叫教主
偏爱,,0.96,BV1ki4y1d7Ln,【4K修复】张芸京《偏爱》仙剑奇侠传版，你的青春回来啦！,https://www.bilibili.com/video/BV1ki4y1d7Ln,4K音乐馆
光るなら,,0.96,BV1w14y1p7a5,四月是你的谎言OP1《光るなら》（若能绽放光芒）4K完整版 双语字幕,https://www.bilibili.com/video/BV1w14y1p7a5,ThisDong
全是爱,,0.96,BV1694y1F74L,凤凰传奇《全是爱》唱跳限定版！【2023最美的夜】,https://www.bilibili.com/video/BV1694y1F74L,凤凰传奇
兰亭序,,0.96,BV1wL4y1E7mM,【4K修复】周杰伦《兰亭序》MV 2160P修复版 经典中国风,https://www.bilibili.com/video/BV1wL4y1E7mM,zyl2012_音乐无限
内向的都是作曲家,,0.96,BV1U4411v7bM,3D环绕♪一首百听不厌的日文歌《内向的都是作曲家》(ﾉω╹๑),https://www.bilibili.com/video/BV1U4411v7bM,Novo清欢
再见那天的旋律,アヤアカナ 本歌曲不作为商业用途,0.96,BV1G1421b7qZ,【中日歌词/完整新曲/CV泽城美雪】哭泣少女乐队(闺泣) 「再见那天的旋律」美音（CV泽城美雪）Vocal：仝(どう)【第七话插曲】,https://www.bilibili.com/video/BV1G1421b7qZ,Aki惊蛰
再飞行,,0.96,BV1ES4y1z7TT,𝐓𝐌耗时𝟏𝟏𝟒𝟓𝟏𝟒秒修复的星游记《再飞行》，只为让你们带着梦想再次高高的飞起来啊！,https://www.bilibili.com/video/BV1ES4y1z7TT,迷茫小伽玛
冒険でしょでしょ,,0.96,BV16Q4y1E7zR,顶级品质试听《冒険でしょでしょ》凉宫春日的忧郁经典op， 答案，一直在我心中----平野綾【Hi-Res】,https://www.bilibili.com/video/BV16Q4y1E7zR,seb塞巴
冬之花,,0.96,BV1sB4y147MZ,【8K】MV 宮本浩次 《冬之花》「冬の花」—— 收藏级画质,https://www.bilibili.com/video/BV1sB4y147MZ,Sallos
凉宫春日的忧郁,,0.96,BV1eD4y167B9,平野绫 - Super Driver | 《凉宫春日的忧郁》AMV,https://www.bilibili.com/video/BV1eD4y167B9,我中意食烧鹅髀
勇者,YOASOBI 动画MV,0.96,BV1uF411U7Ts,【主题曲/完整版/官方MV】葬送的芙莉莲 主题曲OP「勇者」by YOASOBI 动画MV【4K画质】,https://www.bilibili.com/video/BV1uF411U7Ts,夏日幻听MCE
勋章,的歌曲,0.96,BV12z4y1L7hQ,在百万豪装录音棚大声听 鹿晗《勋章》【Hi-res】,https://www.bilibili.com/video/BV12z4y1L7hQ,JLRS-LeoFM
勾指起誓,ilem 作曲：ilem 原唱：洛天依,0.96,BV15y4y1i7ZR,鸟憨共唱《勾指起誓》，这么甜的小情歌你听过吗？【BML-VR2020】,https://www.bilibili.com/video/BV15y4y1i7ZR,BML制作指挥部
勾指起誓,,0.96,BV1nb411L7ha,日语版《勾指起誓》歌ってみた【鹿乃】,https://www.bilibili.com/video/BV1nb411L7ha,鹿乃ちゃん
十周年了，奖励你再看一遍剪影,,0.96,BV117mFBoEB8,"""十周年了，奖励你再看一遍剪影""【𝟒𝙆/𝟔𝟎𝗙𝗣𝗦】",https://www.bilibili.com/video/BV117mFBoEB8,Zn-TG
单相思,《 单相思 》,0.96,BV1TM4y1y7g5,鹿乃 翻唱《 单相思 》MV,https://www.bilibili.com/video/BV1TM4y1y7g5,鹿乃ちゃん
反方向的钟,的歌曲,0.96,BV1St4y1p7Ee,【4K&1080P】周杰伦-《反方向的钟》MV完整版,https://www.bilibili.com/video/BV1St4y1p7Ee,cuber_w
反语,,0.96,BV11V411h76o,花寄女生宿舍元气满满，《反语》、《1 2 fan club》、《FlowerPop Girl》治愈你了没？【BML-VR2020】,https://www.bilibili.com/video/BV11V411h76o,BML制作指挥部
只想守护你,,0.96,BV1Hp4y1H7sR,《只想守护你》男声版，这个真的很燃啊，赛迦奥特曼插曲,https://www.bilibili.com/video/BV1Hp4y1H7sR,大古音乐
可是雪啊，埋进土里,卧烟远山 声线处理：sovits 4.0,0.96,BV1QX4y127jq,⚡️“可是雪啊，埋进土里”⚡️,https://www.bilibili.com/video/BV1QX4y127jq,寒了个羽
吉他与孤独与蓝色星球,,0.96,BV1sv4y1U7j6,【中日歌词/完整版】「吉他与孤独与蓝色星球」第五集live部分插曲—結束バンド【孤独摇滚】,https://www.bilibili.com/video/BV1sv4y1U7j6,Aki惊蛰
吉祥话,,0.96,BV1Th411k7bi,【泠鸢·单人】只存在于录音中的RAP《吉祥话》单人版,https://www.bilibili.com/video/BV1Th411k7bi,泠鸢yousa
吸血鬼 / ヴァンパイア,《吸血鬼,0.96,BV1E5411g7Lj,【鹿乃】翻唱《吸血鬼 / ヴァンパイア》【MMD】,https://www.bilibili.com/video/BV1E5411g7Lj,鹿乃ちゃん
呆呆一呆呆,贺岁纪单品,0.96,BV1sx4y1g7Hh,对上暗号，新春大吉！和洛天依一起「呆呆一呆呆」，听一遍开心一遍！【2023虚拟歌手贺岁纪单品/洛天依AI/iKz-茶壶】,https://www.bilibili.com/video/BV1sx4y1g7Hh,iKz_茶壶
命运之花,,0.96,BV1Yi421e7n7,【中日歌词/最终回插曲】哭泣少女乐队(闺泣) 「命运之花」TOGENASHI TOGEARI【无损音质】,https://www.bilibili.com/video/BV1Yi421e7n7,Aki惊蛰
哇哇世界,Giga & Mitchie M ▪️作词：Mitchie M ▪️编曲：Giga ▪️插画：夢ノ内 ▪️视频：お菊 ※ 中文字幕 翻译 by Azusa,0.96,BV1nz4y1Q7UJ,"【Giga × Mitchie M】初音未来,镜音铃《哇哇世界》【Project SEKAI 主题曲】",https://www.bilibili.com/video/BV1nz4y1Q7UJ,MitchieM
啊~ 自由的味道！,Kelly Clarkson “保持信念,0.96,BV1pD4y187KT,“啊~ 自由的味道！”—《Catch My Breath》,https://www.bilibili.com/video/BV1pD4y187KT,Sean_Dream
困惑的心灵感应,,0.96,BV14y4y1i7wr,花谱带来治愈旅程，搭上《困惑的心灵感应》一起寻找《answer》吧！【BML-VR2020】,https://www.bilibili.com/video/BV14y4y1i7wr,BML制作指挥部
塑料袋,,0.96,BV1bW411b75X,【缝纫机乐队】经典插曲《塑料袋》超清版,https://www.bilibili.com/video/BV1bW411b75X,宅男不难
夜的第七章,周杰伦 曲名: 夜的第七章,0.96,BV1vW411i7GF,周杰伦《夜的第七章》MV,https://www.bilibili.com/video/BV1vW411i7GF,我又不幽默风趣
夜空中最亮的星,Jian 演唱：Jian,0.96,BV1NE411k76W,震惊！我居然把《夜空中最亮的星》和《Faded》改编到一起了？,https://www.bilibili.com/video/BV1NE411k76W,王子健Official
夜空中最亮的星,逃跑计划《夜空中最亮的星》出品：人民日报 演职人员 女高声部：孙 晨 廖佳润 邱诗晗 林富薇 女中声部：方 娱 方丹妮 黄雅琪 詹佳雯 女低声部：郑海雯 蒋芷涵 郑千琳 男高声部：苏伟林 钟柠绩 严浩萌 龚 爵 男低声部：曾锦灿 陈 锟 词曲：逃跑计划 编曲：徐 聪 打击设计：徐 聪 高至凡 蒋进之 排练指导：高至凡 蒋进之 林 琳 音频制作：吉岛音乐工作室 视频制作：艾,0.96,BV1LW411o7kD,厦门六中合唱团最新演绎《夜空中最亮的星》,https://www.bilibili.com/video/BV1LW411o7kD,吉岛音乐
大吉,,0.96,BV1za411X7BJ,洛天依 原创《大吉》,https://www.bilibili.com/video/BV1za411X7BJ,ilem
大大大大大好きな君へ♡,,0.96,BV1nu411T7S8,【中文字幕】超超超超超喜欢你的100个女朋友 op 「大大大大大好きな君へ♡」,https://www.bilibili.com/video/BV1nu411T7S8,白夜ハネ
大家来跳舞,,0.96,BV1jn6VYMEx8,【4K 60帧】全体起立！爷童回！童年神曲樱桃小丸子OP B.B.QUEENS 《大家来跳舞》【2024B站跨年晚会单品】,https://www.bilibili.com/video/BV1jn6VYMEx8,哔哩哔哩晚会
大梦想家,,0.96,BV1cs411o7fK,TFBOYS 《大梦想家》,https://www.bilibili.com/video/BV1cs411o7fK,甜甜超快乐
大氿歌,,0.96,BV14b411b7Vr,洛天依，原创《大氿歌》  干了这碗酒，四海皆亲友,https://www.bilibili.com/video/BV14b411b7Vr,ilem
天仙配,,0.96,BV1jt411u7hP,【黄梅戏】《天仙配》片断· 树上的鸟儿成双对,https://www.bilibili.com/video/BV1jt411u7hP,Irenebene
天气之子,RADWIMPS Feat.三浦透子）》完整版MV公布！ 中国大陆即将于11月1日上映,0.96,BV1CE411a74Y,【RADWIMPS】《天气之子》片中曲『グランドエスケープ』完整版 MV【中字】,https://www.bilibili.com/video/BV1CE411a74Y,贴吧坦克君
太陽系デスコ,会BD原盘 自制中日双字幕 后期AE调教锐化+AI 4K渲染 太陽系デスコ(太阳系迪斯科)是由VOCALOID P主ナユタン星人于2017年1月20日投稿至niconico的原创歌曲,0.96,BV1Fr4y1v7v1,初音ミク「太陽系デスコ」4K60帧 中日双字,https://www.bilibili.com/video/BV1Fr4y1v7v1,静夏海风_沐云
失败,,0.96,BV1654y1k72Z,【中国BOY】Loser，一个辍学主播的“失败”人生,https://www.bilibili.com/video/BV1654y1k72Z,爱喝冰阔洛
她出去旅行,鎖那 我的网易云音乐ID是：永恒H子浩 有兴趣的可以关注我 最好,0.96,BV1ss411H7xS,彼女は旅に出る「她出去旅行」1080P『子浩转载』纯净享受向，很甜的一首歌，但诉说的却是失恋的故作淡定...,https://www.bilibili.com/video/BV1ss411H7xS,所思在远道Faraway
孤勇者,,0.96,BV1wr4y1y7nx,《孤勇者》（《英雄联盟：双城之战》动画剧集中文主题曲）,https://www.bilibili.com/video/BV1wr4y1y7nx,英雄联盟
孤独摇滚,,0.96,BV1PV4y1F7W7,《孤独摇滚》第12集『才不会忘记』纯享版,https://www.bilibili.com/video/BV1PV4y1F7W7,针不戳OAO
孤独摇滚,谷口鮪（KANA-BOON）編曲：三井律郎 字幕：@唯一的星愿 （非常感谢大佬！！！） 喜欢这首歌的话不妨关注一下长谷川育美呀~,0.96,BV1ng411h71y,【中日歌词】《孤独摇滚》ED「Distortion!!」,https://www.bilibili.com/video/BV1ng411h71y,長谷川育美Official
孤独摇滚！,,0.96,BV1314y1L7KZ,【𝟒𝐊 𝐁𝐃】「孤独摇滚！」NCED2《カラカラ》,https://www.bilibili.com/video/BV1314y1L7KZ,ZHY2020
寄明月2024,李懋扬 （T2o） 作曲：李懋扬（T2o） 编曲：纪粹希（G-Tracy） 演唱：乐正绫 调,0.96,BV1HJUUYNEB9,【乐正绫】《寄明月2024》|“将相思寄明月，期盼你能察觉”【原创PV付】,https://www.bilibili.com/video/BV1HJUUYNEB9,鬼面P
寄生兽 生命的准则,,0.96,BV1TPimYVEcF,《寄生兽 生命的准则》配乐「NEXT TO YOU」Ken Arai,https://www.bilibili.com/video/BV1TPimYVEcF,JLRS-jayfm
小镇姑娘,,0.96,BV1xC4y1T7zt,青春经典！陶喆《小镇姑娘》跨晚现场万人合唱【2023最美的夜】,https://www.bilibili.com/video/BV1xC4y1T7zt,陶喆的音乐产房
少年,,0.96,BV1De411p77r,梦然-《少年》官方版,https://www.bilibili.com/video/BV1De411p77r,大橘爱吃猫
平凡之路,,0.96,BV1bo4y1A7S9,【私藏馆】朴树《平凡之路》经典神作！我曾经跨过山和大海,https://www.bilibili.com/video/BV1bo4y1A7S9,音乐私藏馆
康康舞曲,,0.96,BV1xb41147Pw,央视珍藏｜《康康舞曲》指挥：马泽尔，奏：国家大剧院音乐厅管弦乐团,https://www.bilibili.com/video/BV1xb41147Pw,声乐学长
强风吹拂,SPACE SHOWER TV Keyboard & Machine：George (MOP of HEAD) Bass：Shige Murata (□□□) Drums：Satoshi (MOP of H,0.96,BV1Gy4y1q79F,【向井太一】《强风吹拂》ED リセット(Reset) Live~ 你喜欢跑步吗？,https://www.bilibili.com/video/BV1Gy4y1q79F,账号已注销
彻夜之歌,ured 【4K60帧】琴山《彻夜之歌》OP + ED AI修复补帧画质增强版 修复制作：TriaxFx OP（片头曲）：堕天 演唱：Creepy Nuts ED（片尾曲）：よふかしのうた 演唱：Creepy Nuts,0.96,BV1ag411f7Sx,【4K60帧】琴山《彻夜之歌》OP + ED AI修复补帧画质增强版,https://www.bilibili.com/video/BV1ag411f7Sx,KG-Area21
得过且过的勇者,,0.96,BV1Zb411j7vb,洛天依，言和 原创《得过且过的勇者》,https://www.bilibili.com/video/BV1Zb411j7vb,ilem
心灵之蛋,,0.96,BV1Yt6VYYEVA,【4K 60帧】守护甜心是你的初代日漫吗？铃木爱理《心灵之蛋》超甜现场【2024B站跨年晚会单品】,https://www.bilibili.com/video/BV1Yt6VYYEVA,哔哩哔哩晚会
忘记时间,,0.96,BV1oG4y1277L,【4K60FPS】胡歌《忘记时间》经典神曲！《仙剑奇侠传三》片尾曲,https://www.bilibili.com/video/BV1oG4y1277L,音乐私藏馆
怪物猎人,甲田雅人（Masato koda） 制谱：Andrés soto 演奏：帝玖管弦乐团,0.96,BV1c4411p7xR,【帝玖管弦乐团】《怪物猎人》主题音乐「英雄之证」,https://www.bilibili.com/video/BV1c4411p7xR,帝玖管弦乐团
总之就是非常可爱,由崎司),0.96,BV1hh41197vE,「总之就是非常可爱」OP+ED主题曲完整版【高音质】,https://www.bilibili.com/video/BV1hh41197vE,百億_光年
恋爱循环,《恋爱循环》,0.96,BV1Xx4115779,波多野结衣翻唱《恋爱循环》,https://www.bilibili.com/video/BV1Xx4115779,Dear---迪丽热巴
戏游九州,,0.96,BV1kP63Y3Eys,【4K 60帧】洛天依拜师学戏曲！陈丽君洛天依联袂演绎《戏游九州》【2024B站跨年晚会单品】,https://www.bilibili.com/video/BV1kP63Y3Eys,洛天依
我创故我在,,0.96,BV1es41127Tk,《我创故我在》央视公益,https://www.bilibili.com/video/BV1es41127Tk,蠡湖月晓
我只为自己而哭泣,Ami),0.96,BV1KdSmYyEyY,“我只为自己而哭泣”！Cry For Me (feat. Ami),https://www.bilibili.com/video/BV1KdSmYyEyY,饿了的白熊
我和你,,0.96,BV1qx411L73Z,当歌唱家没有了提词器 - 谭晶&戴玉强&莫华伦&魏松《我和你》 - 编词就成为日常,https://www.bilibili.com/video/BV1qx411L73Z,螺丝森林
我是大哥大,很带感~,0.96,BV1Xb411A7RW,【op】日剧《我是大哥大》片头曲《男人的勋章》,https://www.bilibili.com/video/BV1Xb411A7RW,一只葱尾酱
我的将军啊,Watch the Pacific 作曲：Flow Ethics 填词、原唱：半阳 翻唱：黑崎子 混音：dB音频工作室 PV：夏淮笙,0.96,BV14W411w7Ui,攻气高音《我的将军啊》Rap帅到炸裂——黑崎子,https://www.bilibili.com/video/BV14W411w7Ui,黑崎子
我的战争,,0.96,BV1r54y167jo,【12月/主题曲】进击的巨人 最终季 OP「我的战争」【1080P】,https://www.bilibili.com/video/BV1r54y167jo,夏日幻听
我的青春恋爱物语果然有问题,,0.96,BV14K411H71L,【PCS Anime/官方OP延长/季①】「我的青春恋爱物语果然有问题」【ユキトキ】官方OP1曲 雪融 春物 第一季  加长完整版 PCS Studio,https://www.bilibili.com/video/BV14K411H71L,PCS_Studio
我的青春恋爱物语果然有问题 续,,0.96,BV1Ta4y1e7CA,【PCS Anime/官方OP延长/季②】「我的青春恋爱物语果然有问题 续」【春擬き】官方OP2曲 春物 第二季 加长完整版 PCS Studio,https://www.bilibili.com/video/BV1Ta4y1e7CA,PCS_Studio
戸惑いテレパシー/困惑的心灵感应,,0.96,BV1og4y1i7KE,花譜　#56 「戸惑いテレパシー/困惑的心灵感应」 【オリジナルMV】,https://www.bilibili.com/video/BV1og4y1i7KE,花谱_kaf
打上花火,,0.96,BV1Kt411U7eq,真•正的《打上花火》听过没？,https://www.bilibili.com/video/BV1Kt411U7eq,点点唐He
打上花火,版,0.96,BV1kE411o7St,【音乐混剪】《打上花火》多人翻唱版,https://www.bilibili.com/video/BV1kE411o7St,关键我叫江江酱
打上花火,原唱: DAOKO 米津玄师 简介补充: 很多朋友喜欢《烟花》主题曲《打上花火》这首歌,0.96,BV1sW411Y78j,《打上花火》你有没有听过大合唱版本的？！,https://www.bilibili.com/video/BV1sW411Y78j,皮皮光本光
打上花火,！ 非常好听！喜欢的朋友,0.96,BV1Sx411V7jS,《打上花火》内地版MV,https://www.bilibili.com/video/BV1Sx411V7jS,皮皮光本光
把女儿嫁给我吧,,0.96,BV1PW411x7mC,传销现场，日本网红最强洗脑神曲《把女儿嫁给我吧》,https://www.bilibili.com/video/BV1PW411x7mC,教日语的欧尼桑
搁浅,会,0.96,BV1KA411H78W,【4K60P】《搁浅》有多难唱？听听未修音的周董唱得怎么样！无与伦比演唱会,https://www.bilibili.com/video/BV1KA411H78W,唉呦葛格
改变自己,,0.96,BV1Lt411h7cP,【Official MV】改变自己 - 王力宏  （《改变自己》2007）,https://www.bilibili.com/video/BV1Lt411h7cP,台湾金曲奖吧官方频道
改革春风吹满地,A路人 还没听够？指路：av2909020,0.96,BV1Et411H79x,英文版《改革春风吹满地》！！Chinese people so 牛逼！,https://www.bilibili.com/video/BV1Et411H79x,A路人
旗开得胜,的英文歌曲,0.96,BV1jG4y147ed,【4K珍藏】世界杯名曲《旗开得胜》！梦回那年夏天！,https://www.bilibili.com/video/BV1jG4y147ed,4K音乐馆
无声之鱼,,0.96,BV1mm411m7QA,【中日歌词/第三话插曲/完整版】哭泣少女乐队(闺泣) 「无声之鱼」TOGENASHI TOGEARI【无损音质】,https://www.bilibili.com/video/BV1mm411m7QA,Aki惊蛰
无涯,,0.96,BV1bx411E7vU,【一人之下OP】埋人神曲《无涯》,https://www.bilibili.com/video/BV1bx411E7vU,腾讯动漫
明天会更好,,0.96,BV1AK4y197GR,4K超高清 修复版 《明天会更好》1985  60位歌星大合唱~,https://www.bilibili.com/video/BV1AK4y197GR,神雕wlgq
星に駆られて,牧野忠義 制谱：弦上 演奏：帝玖管弦乐团 录音混音：陈彬彬 视频后期：京都青、洛晴羽,0.96,BV1mv411Y7to,【现场版】怪物猎人·世界Theme「星に駆られて」-帝玖管弦乐团2020北京场,https://www.bilibili.com/video/BV1mv411Y7to,帝玖管弦乐团
春夢,羽生まゐご（羽生迷子） 作词：羽生まゐご（羽生迷子） 编曲：羽生まゐご（羽生迷子） animation by banishment ================,0.96,BV1Ea411w7qV,May'n《春夢》Lyric Video,https://www.bilibili.com/video/BV1Ea411w7qV,Mayn_官方
普通DISCO,,0.96,BV1zs411S7sz,洛天依，言和原创《普通DISCO》,https://www.bilibili.com/video/BV1zs411S7sz,ilem
晴る/放晴,,0.96,BV1Uw41137CV,【夜鹿/OP2完整版/中日歌词】葬送的芙莉莲OP2「晴る/放晴」-ヨルシカ【Hi-Res】,https://www.bilibili.com/video/BV1Uw41137CV,Aki惊蛰
最伟大的作品,,0.96,BV1Ek4y1r7Rg,【4K修复】周杰伦 - 夜曲 MV 2160P修复版 新专辑《最伟大的作品》即将发行,https://www.bilibili.com/video/BV1Ek4y1r7Rg,zyl2012_音乐无限
月牙湾,,0.96,BV1Fs411B7Ek,《月牙湾》 MV （F.I.R.） 480P(720×480),https://www.bilibili.com/video/BV1Fs411B7Ek,光棱坦克驾驶员
有什么不好,,0.96,BV1jK411o7Q5,【中日歌词/完整版】孤独摇滚ED3「有什么不好」—結束バンド【孤独摇滚】,https://www.bilibili.com/video/BV1jK411o7Q5,Aki惊蛰
杀死比尔,,0.96,BV1uW411F7BD,最近很火的10首吹口哨歌曲！《杀死比尔》这段吹口哨最为经典！,https://www.bilibili.com/video/BV1uW411F7BD,bili_260480058
"来吧,甜蜜的死亡",,0.96,BV1Je4y1A7U8,"【黑胶试听】EVA限量橙汁胶「来吧,甜蜜的死亡」新世纪福音战士",https://www.bilibili.com/video/BV1Je4y1A7U8,ONES-RECORDS
极乐净土,,0.96,BV1QL41187Dt,【4K60FPS】GARNiDELiA《极乐净土》经典现场！那个女人回来了！,https://www.bilibili.com/video/BV1QL41187Dt,音乐私藏馆
梦幻,,0.96,BV1NJ4m1T7Km,【中日歌词/MFS/完整版OP】鬼灭之刃第四季OP「梦幻」MY FIRST STORY × HYDE【无损音质】,https://www.bilibili.com/video/BV1NJ4m1T7Km,Aki惊蛰
梦幻,MY FIRST STORY × HYDE,0.96,BV1qM4m1d7PP,【5月/主题曲/中日歌词】鬼灭之刃 第四季 OP「梦幻」MY FIRST STORY × HYDE【MCE汉化组】,https://www.bilibili.com/video/BV1qM4m1d7PP,夏日幻听MCE
梦的光点,会」,0.96,BV1J64y1D7Qs,【4K修复】王心凌《梦的光点》神兵小将！我追着梦的光点「2006No.1 庆功演唱会」,https://www.bilibili.com/video/BV1J64y1D7Qs,tAAAAAAAAAAo
楚乔传,,0.96,BV1Hx411a74Y,《楚乔传》正式版片尾《心之焰》,https://www.bilibili.com/video/BV1Hx411a74Y,胖颖飞刀
樱花樱花想见你,,0.96,BV1SV411k7dA,《樱花樱花想见你》原版MV,https://www.bilibili.com/video/BV1SV411k7dA,只是李子
欢迎来到虚拟公园,,0.96,BV1kZ4y1g799,HIMEHINA热力开场《欢迎来到虚拟公园》【BML-VR2020】,https://www.bilibili.com/video/BV1kZ4y1g799,BML制作指挥部
歌剧魅影,The Phantom Of The Opera,0.96,BV1vx411f7Qd,《歌剧魅影》多少人因为她爱上了音乐剧，震撼！,https://www.bilibili.com/video/BV1vx411f7Qd,嘟嘟卡拉丁
正因为是无法成为他人的我,,0.96,BV13p421X7Uz,【中日歌词/ED完整版】哭泣少女乐队 ED「正因为是无法成为他人的我」TOGENASHI TOGEARI【无损音质】,https://www.bilibili.com/video/BV13p421X7Uz,Aki惊蛰
此生不换,,0.96,BV1MY411W7Ai,【4K修复】青鸟飞鱼《此生不换》仙剑奇侠传版，你的青春回来啦！,https://www.bilibili.com/video/BV1MY411W7Ai,4K音乐馆
每天每天 / てねてね,鹿乃 https,0.96,BV1V64y19758,【鹿乃】社畜歌《 每天每天 / てねてね 》翻唱,https://www.bilibili.com/video/BV1V64y19758,鹿乃ちゃん
氪不氪以,,0.96,BV1vb41117o5,《氪不氪以》,https://www.bilibili.com/video/BV1vb41117o5,傲世子木
水手,,0.96,BV1nx411L7pX,25年后郑智化再次登台唱《水手》，前奏一响就泪奔，慢慢的都是回忆,https://www.bilibili.com/video/BV1nx411L7pX,女装的up才是好up
求佛,,0.96,BV1Ap4y1t7RD,【怀旧经典】誓言《求佛》超级王炸神曲！火遍大江南北的神曲！,https://www.bilibili.com/video/BV1Ap4y1t7RD,音乐私藏馆
河流,《河流》（Річка）（快节奏的lubov）（高清原版MV）,0.96,BV1EC4y1t7VD,【双语字幕】乌克兰歌曲：《河流》（Річка）（快节奏的lubov）（高清原版MV）,https://www.bilibili.com/video/BV1EC4y1t7VD,苏影俄音
活着,,0.96,BV1kT41157dC,万人合唱神曲《活着》！再听已是曲中人！,https://www.bilibili.com/video/BV1kT41157dC,4K音乐馆
流星,,0.96,BV11P4y1p7na,神龙拯救队之元气星魂NCOP《流星》,https://www.bilibili.com/video/BV11P4y1p7na,爱球球的程序员
流逝的生命,,0.96,BV1yb4y1r7sR,下半场首发！HIMEHINA实力献唱《流逝的生命》《相亲相爱Reflection》,https://www.bilibili.com/video/BV1yb4y1r7sR,BML制作指挥部
浪花一朵朵,,0.96,BV1FW411i71z,任贤齐/阿牛/光良-《浪花一朵朵》,https://www.bilibili.com/video/BV1FW411i71z,河原木白桃香肉多
海阔天空,,0.96,BV1Tq4y1778D,【4K60FPS】Beyond《海阔天空》神级现场！纪念黄家驹！,https://www.bilibili.com/video/BV1Tq4y1778D,音乐私藏馆
